"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.357","$3.678","$3.947","$3.620",2026-01-10
"Las_Vegas","$3.557","$3.767","$3.999","$3.699",2026-01-10
"Reno","$3.400","$3.760","$4.030","$3.681",2026-01-10
