"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.672","$3.961","$4.236","$3.842",2026-02-21
"Las_Vegas","$4.105","$4.321","$4.522","$4.005",2026-02-21
"Reno","$3.662","$3.992","$4.274","$3.845",2026-02-21
