"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.351","$3.649","$3.936","$3.611",2026-01-15
"Las_Vegas","$3.544","$3.718","$3.947","$3.653",2026-01-15
"Reno","$3.400","$3.733","$4.036","$3.666",2026-01-15
