"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$5.273","$5.589","$5.895","$6.160",2026-05-21
"Las_Vegas","$5.506","$5.705","$5.939","$6.373",2026-05-21
"Reno","$5.296","$5.664","$5.973","$6.196",2026-05-21
