"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.382","$3.703","$3.972","$3.663",2025-12-31
"Las_Vegas","$3.622","$3.781","$4.002","$3.808",2025-12-31
"Reno","$3.416","$3.769","$4.051","$3.704",2025-12-31
