"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$4.963","$5.264","$5.568","$6.166",2026-04-23
"Las_Vegas","$5.126","$5.295","$5.540","$6.373",2026-04-23
"Reno","$5.027","$5.373","$5.692","$6.226",2026-04-23
