"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.701","$3.996","$4.265","$3.888",2026-03-01
"Las_Vegas","$4.135","$4.342","$4.516","$4.135",2026-03-01
"Reno","$3.703","$4.034","$4.317","$3.877",2026-03-01
