"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$3.755","$4.056","$4.329","$3.778",2025-03-26
"Las_Vegas","$4.079","$4.240","$4.445","$3.921",2025-03-26
"Reno","$3.735","$4.087","$4.366","$3.800",2025-03-26
